"Postal code area","X coordinate in metres","Y coordinate in metres"
"54590  Kaitjärvi (Luumäki)",518618,6757679
"54710  Lemi Keskus (Lemi)",542208,6769293
"54720  Laksiainen (Lemi)",536871,6773225
"54750  Välijoki (Savitaipale)",531124,6770229
"54770  Heituinlahti (Savitaipale)",521101,6777009
"54800  Savitaipale Keskus (Savitaipale)",531976,6787355
"54820  Kotimäki (Lemi)",544801,6778807
"54850  Kuukanniemi (Lemi)",550945,6772211
"54915  Saimaanharju-Kyläniemi (Taipalsaari)",559069,6778707
"54920  Taipalsaari (Taipalsaari)",562746,6787801
"54930  Levänen (Taipalsaari)",551055,6788370
"54940  Solkei (Taipalsaari)",546558,6793751
"54950  Pettilä (Savitaipale)",541151,6797670
"54960  Vehkataipale (Taipalsaari)",567118,6780877
"55100  Imatra Keskus (Imatra)",595104,6778322
"55120  Mansikkala-Tuulikallio (Imatra)",595398,6785599
"55300  Rauha-Tiuruniemi (Lappeenranta)",589848,6782927
"55320  Rauha (Lappeenranta)",591264,6785791
"55330  Tiuruniemi (Lappeenranta)",588879,6785783
"55400  Tainionkoski-Mustalampi (Imatra)",595489,6788839
"55420  Karhumäki-Karhukallio (Imatra)",592584,6787897
"55510  Sotkulampi-Linnasuo (Imatra)",596563,6786732
"55610  Rajapatsas-Teppanala (Imatra)",600517,6780796
"55700  Vintteri-Virasoja (Imatra)",598555,6786456
"55800  Vuoksenniska-Saarlampi (Imatra)",603298,6785575
"55910  Rautio-Kurkvuori (Imatra)",603172,6791079
"56100  Ruokolahti Keskus (Ruokolahti)",600059,6798656
"56120  Salosaari (Ruokolahti)",595117,6794523
"56140  Äitsaari (Ruokolahti)",583927,6794939
"56210  Virmutjoki (Ruokolahti)",597189,6810910
"56310  Syyspohja (Ruokolahti)",583211,6811818
"56330  Utula (Ruokolahti)",576887,6801820
"56350  Kyläniemi (Taipalsaari)",566373,6797426
"56410  Kaiturinpää (Ruokolahti)",606264,6804230
"56440  Pohja-Lankila (Ruokolahti)",604860,6816724
"56510  Puntala (Ruokolahti)",604119,6795856
"56550  Niska-Pietilä (Rautjärvi)",610692,6789130
"56610  Rautjärvi (Rautjärvi)",612355,6801031
"56640  Purnujärvi (Rautjärvi)",613381,6793152
"56710  Miettilä (Rautjärvi)",618871,6797284
"56730  Laikko (Rautjärvi)",618424,6807599
"56800  Simpele (Rautjärvi)",621298,6815906
"57100  Heikinpohja-Piispanmäki (Savonlinna)",598159,6852901
"57120  Savonlinna (Savonlinna)",597373,6861126
"57130  Savonlinna Keskus (Savonlinna)",599737,6860931
"57170  Sortteerinlahti-Talvisalo (Savonlinna)",597415,6862218
"57200  Miekonniemi-Venäjänniemi (Savonlinna)",600892,6861266
"57210  Nojanmaa (Savonlinna)",603267,6862867
"57220  Haka-alue-Viuhonmäki (Savonlinna)",603743,6860504
"57230  Inkerinkylä (Savonlinna)",610715,6845950
"57310  Rinkilä (Savonlinna)",594684,6871666
"57510  Laitaatsilta (Savonlinna)",596003,6861780
"57600  Poukkusilta-Pihlajaniemi (Savonlinna)",595953,6858143
"57710  Kellarpelto-Rantakoivikko (Savonlinna)",595042,6863563
"57810  Aholahti (Savonlinna)",591035,6860373
"58130  Oravi (Savonlinna)",581750,6886944
"58140  Ahvensalmi (Savonlinna)",577805,6892876
"58150  Makkola (Savonlinna)",601089,6874220
"58160  Karvila (Enonkoski)",597475,6880655
"58170  Simanala (Enonkoski)",605393,6878076
"58175  Enonkoski Keskus (Enonkoski)",601783,6886277
"58180  Ihamaniemi (Enonkoski)",594124,6895671
"58200  Kerimäki Keskus (Savonlinna)",621572,6867206
"58220  Louhi (Savonlinna)",608642,6869140
"58260  Kumpuranta (Savonlinna)",627113,6874688
"58300  Savonranta Keskus (Savonlinna)",613783,6896256
"58320  Raikuu (Savonlinna)",626606,6881934
"58350  Villala (Kitee)",635354,6883858
"58360  Säimen (Savonlinna)",613789,6907326
"58390  Rönkönvaara (Savonlinna)",615877,6915894
"58410  Haapakallio (Savonlinna)",609899,6863322
"58420  Silvola (Savonlinna)",610761,6858603
"58430  Kulennoinen (Savonlinna)",618634,6856921
"58450  Punkaharju (Savonlinna)",621711,6851103
"58500  Punkasalmi (Savonlinna)",627894,6850404
"58520  Hiukkajoki (Savonlinna)",634815,6858318
"58550  Putikko (Savonlinna)",628560,6842608
"58570  Ruhvana (Savonlinna)",621378,6840329
"58580  Vuoriniemi (Savonlinna)",616594,6832370
"58610  Telakanava (Sulkava)",583792,6837830
"58620  Lohilahti (Sulkava)",591832,6827395
"58650  Kiviapaja (Savonlinna)",594239,6839206
"58680  Piojärvi (Savonlinna)",604000,6829754
"58690  Ala-Särkilahti-Piojärvi (Savonlinna)",607584,6835157
"58700  Sulkava Keskus (Sulkava)",568584,6854137
"58720  Kaartilankoski (Sulkava)",573506,6838904
"58770  Pihlajalahti (Savonlinna)",579523,6860726
"58810  Kallislahti (Savonlinna)",585525,6865234
"58830  Parkumäki (Rantasalmi)",583282,6871693
"58850  Hiltula (Rantasalmi)",572304,6870103
"58900  Rantasalmi Keskus (Rantasalmi)",569336,6888670
"58910  Rantasalmi Asemanseutu (Rantasalmi)",568335,6876054
"58920  Kolkontaipale (Rantasalmi)",558962,6880964
"58940  Tuusmäki (Rantasalmi)",554648,6874527
"59100  Parikkala Keskus (Parikkala)",634293,6826125
"59130  Koitsanlahti (Parikkala)",630125,6817326
"59210  Melkoniemi (Parikkala)",623636,6826922
"59310  Särkisalmi (Parikkala)",629901,6834074
"59320  Haapaoja (Parikkala)",636975,6834409
"59410  Kirjavala (Parikkala)",640330,6837882
"59510  Maironiemi (Parikkala)",641332,6845407
"59520  Saari (Parikkala)",646553,6837253
"59530  Mikkolanniemi (Parikkala)",648659,6842905
"59610  Tarnala (Parikkala)",645512,6847065
"59710  Kummunkylä (Parikkala)",647921,6852288
"59720  Niukkala (Parikkala)",652890,6848303
"59730  Uukuniemi (Parikkala)",659172,6855294
"59800  Kesälahti Keskus (Kitee)",648562,6864387
"59810  Suurikylä (Kitee)",642170,6863746
"59820  Purujärvi-Rajavaara (Kitee)",642151,6854721
"60100  Seinäjoki Keskus (Seinäjoki)",288812,6967917
"60120  Pohja (Seinäjoki)",288758,6970167
"60150  Kasperi (Seinäjoki)",290577,6965780
"60200  Törnävä (Seinäjoki)",290754,6961187
"60220  Huhtala (Seinäjoki)",286625,6967422
"60280  Eskoon Keskuslaitosalue (Seinäjoki)",288782,6961384
"60320  Alakylä-Jouppi (Seinäjoki)",283352,6967949
"60420  Impivaara (Seinäjoki)",285395,6973729
"60450  Munakka (Ilmajoki)",280266,6974389
"60510  Hyllykallio (Seinäjoki)",291200,6970139
"60550  Nurmo Keskus (Seinäjoki)",295126,6973625
"60560  Halkosaari (Seinäjoki)",283833,6978557
"60640  Kurjenneva (Seinäjoki)",301139,6966894
"60720  Tuomikylä (Ilmajoki)",281152,6964494
"60760  Pojanluoma (Ilmajoki)",283952,6958153
"60800  Ilmajoki Keskus (Ilmajoki)",273247,6964498
"61100  Peräseinäjoki Keskus (Seinäjoki)",301038,6941758
"61110  Vuolle (Seinäjoki)",294872,6948571
"61120  Louko (Seinäjoki)",290874,6952650
"61140  Pasto (Seinäjoki)",303637,6949634
"61150  Sydänmaa (Alavus)",306922,6959064
"61160  Koura (Seinäjoki)",298204,6955172
"61170  Sääskiniemi (Alavus)",310006,6953193
"61180  Haapaluoma (Seinäjoki)",305737,6942401
"61220  Myllysalo (Kurikka)",267543,6946232
"61230  Luopa (Kurikka)",272491,6949265
"61250  Jalasto (Kurikka)",274254,6942231
"61270  Luopajärvi (Kurikka)",282825,6946734
"61280  Jokipii (Kurikka)",274307,6937503
"61290  Taivalmaa (Kurikka)",288030,6943751
"61300  Kurikka Keskus (Kurikka)",263417,6951728
"61310  Panttila (Kurikka)",262733,6957309
"61330  Koskenkorva (Ilmajoki)",266745,6960158
"61340  Nopankylä (Ilmajoki)",257275,6963229
"61350  Huissi (Ilmajoki)",263335,6968178
"61360  Mieto (Kurikka)",262081,6945526
"61370  Lohiluoma (Kurikka)",260069,6942127
"61380  Polvenkylä (Kurikka)",250594,6950858
"61400  Ylistaro Keskus (Seinäjoki)",273519,6991491
"61410  Ylistaro Asemanseutu (Seinäjoki)",275410,6980691
"61430  Isorehto (Seinäjoki)",268752,6981067
"61440  Untamala (Seinäjoki)",278408,6999951
"61450  Kylänpää (Seinäjoki)",281401,6990495
"61460  Hanhikoski (Seinäjoki)",284852,6987248
"61470  Kitinoja (Seinäjoki)",285963,6981214
"61500  Isokyrö Keskus (Isokyrö)",263354,6994671
"61520  Lehmäjoki (Isokyrö)",272092,7002609
"61550  Orismala (Isokyrö)",265038,6986891
"61560  Orisberg (Isokyrö)",264198,6978116
"61600  Jalasjärvi Keskus (Kurikka)",282625,6935408
"61630  Hirvijärvi (Kurikka)",290249,6935294
"61640  Ala-Valli (Kurikka)",295086,6931757
"61650  Kalakoski (Seinäjoki)",302675,6926198
"61680  Mantila (Kurikka)",277841,6929065
"61710  Pentinmäki (Kurikka)",282329,6926120
"61720  Koskue (Kurikka)",287002,6916480
"61730  Yli-Valli (Kurikka)",294430,6920214
"61760  Ilvesjoki (Kurikka)",278933,6917847
"61800  Kauhajoki Keskus (Kauhajoki)",251082,6927161
"61810  Luomankylä (Kauhajoki)",249648,6937336
"61820  Kainasto (Kauhajoki)",244128,6938328
"61840  Norinkylä (Teuva)",242574,6947726
"61850  Kauhajoki Asemanseutu (Kauhajoki)",260587,6930443
"61860  Harja (Kauhajoki)",257937,6939702
"61880  Ikkeläjärvi (Kauhajoki)",271003,6926658
"61910  Nummijärvi (Kauhajoki)",265325,6915875
"61920  Nummikoski (Kauhajoki)",265142,6908546
"61940  Hyyppä (Kauhajoki)",255815,6918198
"61950  Juonikylä (Kauhajoki)",255339,6910950
"61960  Kyrönlatva (Kauhajoki)",254852,6902681
"61980  Päntäne (Kauhajoki)",243969,6917510
"62100  Lapua Keskus (Lapua)",295726,6988314
"62130  Hellanmaa (Lapua)",290308,6994793
"62150  Rintakangas (Kauhava)",290619,7001101
"62160  Karhunkylä (Lapua)",306100,6984579
"62165  Tiisteenjoki (Lapua)",309809,6980720
"62170  Lakaluoma (Lapua)",316337,6982005
"62175  Ylikylä-Mäenpää (Lapua)",311319,6973478
"62185  Mäki-Paavola (Lapua)",304825,6975853
"62190  Ruha (Lapua)",292896,6980829
"62200  Kauhava Keskus (Kauhava)",300312,7005145
"62220  Pernaa (Kauhava)",294481,7001679
"62230  Jylhä (Kauhava)",304981,7008288
"62240  Huhmarkoski (Kauhava)",313771,7006050
"62260  Hirvijoki (Kauhava)",310870,6997309
"62280  Mustamaa (Lapua)",308321,6991312
"62290  Hirvikylä (Lapua)",314824,6988790
"62295  Kauhajärvi (Lapua)",320841,6994322
"62300  Härmä (Kauhava)",291721,7016527
"62310  Voltti (Kauhava)",288123,7024737
"62340  Kuoppa-Vakkuri (Kauhava)",281893,7016721
"62350  Ekola (Kauhava)",286482,7031430
"62370  Kangasto (Kauhava)",290151,7010290
"62375  Ylihärmä Keskus-Vesiluoma (Kauhava)",286873,7007949
"62380  Kosolankylä (Kauhava)",286043,7001604
"62395  Petterinmäki (Vöyri)",279496,7007233
"62410  Rintala (Kauhava)",305036,7014661
"62420  Kortesjärvi Keskus (Kauhava)",307467,7025004
"62430  Peltotupa (Kauhava)",302182,7029416
"62435  Pirttinen (Kauhava)",300649,7023104
"62440  Perkiömäki (Kauhava)",296836,7027346
"62470  Purmojärvi (Kauhava)",315544,7019441
"62500  Evijärvi Keskus (Evijärvi)",321364,7036741
"62510  Kuoppa-aho (Evijärvi)",323103,7029715
"62520  Kautiainen (Evijärvi)",321516,7026082
"62540  Vasikka-aho (Evijärvi)",315706,7039393
"62570  Särkilä (Evijärvi)",333104,7028700
"62600  Lappajärvi Keskus (Lappajärvi)",328853,7018936
"62610  Tarvola (Lappajärvi)",321974,7014556
"62620  Ala-Seppä (Lappajärvi)",323862,7011020
"62630  Karvala (Lappajärvi)",326184,7002606
"62640  Savonkylä (Lappajärvi)",327349,6997012
"62660  Itäkylä (Lappajärvi)",338749,7017203
"62710  Kurejoki (Alajärvi)",333022,6997141
"62720  Sissala (Alajärvi)",328351,6992069
"62730  Haukkala (Alajärvi)",331932,6993526
"62740  Koskenvarsi (Alajärvi)",335888,6987715
"62750  Saukonkylä (Alajärvi)",334341,6981303
"62760  Menkijärvi (Alajärvi)",326001,6984474
"62800  Vimpeli Keskus (Vimpeli)",343080,7005298
"62810  Savonjoki (Vimpeli)",352304,7005443
"62830  Luoma-Aho (Alajärvi)",340407,6999033
"62840  Lakaniemi-Pokela (Vimpeli)",335998,7004031
"62860  Sahi (Vimpeli)",337313,7010068
"62870  Vinni (Vimpeli)",344149,7012507
"62880  Sääksvesi-Vinni (Vimpeli)",351236,7013006
"62900  Alajärvi Keskus (Alajärvi)",352734,6994588
"62920  Levijoki (Alajärvi)",345275,6983602
"62940  Hoisko (Alajärvi)",343581,6992705
"62950  Paalijärvi (Alajärvi)",346628,6997840
"62990  Möksy (Alajärvi)",360384,6996067
"63100  Kuortane Keskus (Kuortane)",323621,6969160
"63120  Leppälänkylä (Kuortane)",329103,6967897
"63130  Mäyry (Kuortane)",316348,6965655
"63150  Ruona (Kuortane)",325653,6976536
"63160  Salmi (Kuortane)",316662,6975669
"63210  Niinimaa (Alavus)",315047,6954624
"63230  Lentilä (Kuortane)",323624,6955901
"63250  Rantala (Kuortane)",320618,6958648
"63300  Alavus Keskus (Alavus)",326570,6938223
"63320  Kattelus (Alavus)",333788,6931867
"63330  Pahajoki (Alavus)",326116,6933814
"63340  Sapsalampi (Alavus)",327818,6927641
"63350  Sulkavankylä (Alavus)",321829,6928949
"63355  Seinäjärvi (Alavus)",314470,6926602
"63360  Kuivaskylä (Alavus)",318496,6941511
"63370  Taipalus (Alavus)",313577,6939109
"63400  Alavus Asemanseutu (Alavus)",322355,6950299
"63410  Rantatöysä (Alavus)",328310,6951448
"63430  Kätkänjoki (Alavus)",330879,6958403
"63450  Löyä (Kuortane)",334821,6962738
"63500  Lehtimäki Keskus (Alajärvi)",346074,6977723
"63510  Lehtimäki Kirkonkylä (Alajärvi)",341483,6964729
"63530  Länsikylä (Alajärvi)",335126,6971398
"63540  Hernesmaa (Alajärvi)",347036,6972090
"63600  Töysä Keskus (Alavus)",337549,6950954
"63610  Tuuri (Alavus)",336003,6939599
"63640  Ritola (Alavus)",341029,6956845
"63660  Ähtärinranta (Ähtäri)",346653,6955744
"63680  Hakojärvi (Alavus)",341666,6944120
"63700  Ähtäri Keskus (Ähtäri)",349068,6938198
"63770  Peränne (Ähtäri)",341208,6932655
"63780  Alastaipale (Ähtäri)",343941,6924737
"63800  Soini Keskus (Soini)",359698,6969877
"63830  Keisala (Soini)",360087,6986420
"63880  Kukonkylä (Soini)",352780,6964572
"63890  Hautakylä (Soini)",355506,6957945
"63900  Myllymäki-Vehunkylä (Ähtäri)",365359,6942160
"63910  Inhan Tehtaat (Ähtäri)",354940,6930263
"63920  Inha (Ähtäri)",358435,6945884
"63950  Vehunkylä (Ähtäri)",369971,6952122
"64100  Kristiinankaupunki keskus (Kristinestad)",208582,6921175
"64140  Tiukka (Kristinestad)",216655,6922157
"64200  Närpiö Keskus (Närpes)",215584,6940325
"64210  Kalax (Närpes)",204321,6939854
"64220  Yttermark (Närpes)",214132,6949293
"64230  Närpiön Asemanseutu (Närpes)",210169,6941777
"64240  Böle (Närpes)",214614,6931681
"64250  Pjelax (Närpes)",210832,6928954
"64260  Kaskinen (Kaskinen)",201796,6929038
"64300  Lapväärtti (Kristinestad)",215287,6911354
"64320  Dagsmark (Kristinestad)",222251,6909829
"64350  Karijoki Keskus (Karijoki)",230905,6917844
"64370  Myrkky (Karijoki)",219263,6928122
"64440  Metsälä-Kallträsk (Kristinestad)",214298,6893931
"64450  Kallträsk (Kristinestad)",215053,6889324
"64460  Härkmeri (Kristinestad)",213960,6901753
"64480  Skaftung (Kristinestad)",206620,6900139
"64490  Siipyy (Kristinestad)",205630,6890268
"64510  Nämpnäs (Närpes)",201834,6944022
"64530  Norrnäs (Närpes)",204262,6950750
"64550  Rangsby (Närpes)",206019,6956465
"64610  Övermark (Närpes)",217608,6958079
"64700  Teuva Keskus (Teuva)",230873,6939765
"64720  Perälä (Teuva)",220905,6938331
"64740  Horo (Teuva)",225529,6950178
"64760  Peltola (Teuva)",235838,6941102
"64770  Äystö (Teuva)",238187,6935805
"64810  Vanhakylä (Isojoki)",229204,6905533
"64820  Kärjenkoski (Isojoki)",225169,6897527
"64830  Villamo (Isojoki)",233002,6903441
"64840  Heikkilänjoki (Isojoki)",235237,6907237
"64850  Möykky (Isojoki)",241807,6905346
"64900  Isojoki Keskus (Isojoki)",233457,6892094
"64930  Kodesjärvi (Isojoki)",244165,6890966
"65100  Vaasa Keskus (Vaasa)",229065,7007601
"65130  Hietalahti (Vaasa)",228435,7006347
"65170  Vaskiluoto (Vaasa)",225991,7007354
"65200  Palosaari (Vaasa)",227705,7009360
"65230  Vetokannas (Vaasa)",228597,7010651
"65280  Gerby (Vaasa)",227421,7013766
"65300  Asevelikylä (Vaasa)",230489,7009474
"65320  Huutoniemi (Vaasa)",231593,7006588
"65350  Suvilahti (Vaasa)",230327,7005136
"65370  Ristinummi (Vaasa)",234876,7007408
"65380  Vanha Vaasa (Vaasa)",235402,7004468
"65410  Sundom (Vaasa)",223959,7000801
"65450  Sulva (Korsholm)",230314,6994675
"65460  Tölby-Rimal (Korsholm)",232118,6997710
"65470  Rimal (Korsholm)",234528,6990306
"65480  Vikby (Korsholm)",233641,6999185
"65520  Helsingby (Korsholm)",238047,6997103
"65610  Mustasaari Keskus (Korsholm)",232569,7011582
"65630  Karperö (Korsholm)",233130,7015639
"65650  Koskö (Korsholm)",234987,7017930
"65710  Singsby (Korsholm)",230056,7014893
"65730  Jungsund (Korsholm)",229811,7018211
"65760  Iskmo (Korsholm)",227914,7023136
"65800  Raippaluoto (Korsholm)",218200,7024041
"65870  Björköby (Korsholm)",216097,7036645
"65920  Norra Vallgrund-Söderudden (Korsholm)",213078,7022639
"65930  Södra Vallgrund (Korsholm)",208822,7021698
"65970  Söderudden (Korsholm)",208440,7027436
"66100  Maalahti (Malax)",222272,6991373
"66140  Övermalax (Malax)",226225,6982911
"66160  Långåminne (Malax)",233655,6983995
"66200  Korsnäs Keskus (Korsnäs)",205639,6975166
"66210  Moikipää (Korsnäs)",210053,6982502
"66220  Bergö (Malax)",204772,6996014
"66230  Korsbäck (Korsnäs)",208585,6975162
"66240  Petolahti (Malax)",216126,6979572
"66260  Svarvar (Malax)",228351,6974850
"66270  Pirttikylä-Sorvari (Närpes)",225510,6965086
"66280  Taklax (Korsnäs)",208611,6967808
"66290  Harrström (Korsnäs)",201902,6966437
"66295  Töjby (Närpes)",202758,6960973
"66300  Jurva Keskus (Kurikka)",246112,6964659
"66320  Niemenkylä (Kurikka)",239330,6964359
"66330  Hakko (Kurikka)",236759,6966751
"66340  Sarvijoki (Kurikka)",235113,6976234
"66350  Tainus (Kurikka)",250656,6966378
"66360  Kesti (Kurikka)",239267,6955959
"66370  Närvijoki (Kurikka)",230611,6957352
"66400  Laihia Keskus (Laihia)",246448,6991965
"66420  Ruto (Laihia)",240465,6989792
"66430  Vedenoja (Vaasa)",250155,6994694
"66440  Tervajoki (Isokyrö)",255478,6993929
"66450  Jakkula (Laihia)",242037,6982978
"66460  Haapala (Laihia)",249402,6982577
"66470  Jukaja-Jokisalo (Laihia)",254765,6975252
"66500  Vähäkyrö Keskus (Vaasa)",251632,7004028
"66510  Merikaarto (Vaasa)",245862,7003373
"66520  Veikkaala (Korsholm)",242250,7007044
"66530  Koivulahti (Korsholm)",239877,7013592
"66540  Petsmo (Korsholm)",238101,7020754
"66550  Västerhankmo (Korsholm)",242690,7020751
"66560  Österhankmo (Korsholm)",245169,7021962
"66580  Kuni (Korsholm)",246090,7013231
"66590  Vassor (Korsholm)",249450,7015569
"66600  Vöyri Keskus (Vöyri)",261073,7010336
"66640  Maksamaa (Vöyri)",252974,7016412
"66660  Bertby (Vöyri)",258758,7020316
"66680  Kaurajärvi (Vöyri)",273449,7008487
"66710  Kaitsor (Vöyri)",263830,7023088
"66730  Oxkangar (Vöyri)",259151,7029376
"66800  Oravainen Keskus (Vöyri)",271255,7025964
"66810  Kimo (Vöyri)",271456,7020745
"66820  Komossa (Vöyri)",274868,7015265
"66830  Oravaisten Tehdas (Vöyri)",271339,7030444
"66840  Pensala (Nykarleby)",277827,7031714
"66850  Jepua (Nykarleby)",284864,7037308
"66900  Uusikaarlepyy Keskus (Nykarleby)",286188,7046922
"66910  Soklot (Nykarleby)",279078,7058070
"66930  Kovjoki (Nykarleby)",286904,7052622
"66950  Munsala (Nykarleby)",272314,7039474
"66970  Hirvlax (Nykarleby)",266370,7043048
"66980  Monå (Nykarleby)",269064,7035567
"66999  Kaukaluoto (Korsholm)",232439,7028737
"67100  Kokkola Keskus (Kokkola)",308460,7083838
"67200  Kiviniitty-Tullimäki (Kokkola)",308638,7085870
"67300  Halkokari (Kokkola)",309340,7086861
"67400  Rytimäki (Kokkola)",312438,7088675
"67410  Vitsari (Kokkola)",315706,7086940
"67500  Sokoja (Kokkola)",318071,7078605
"67600  Linnusperä-Kaustari (Kokkola)",313453,7081406
"67700  Kirkonmäki-Isokylä (Kokkola)",308788,7081092
"67800  Koivuhaka (Kokkola)",305546,7081235
"67900  Ykspihjala (Kokkola)",305674,7086436
"68100  Himanka Keskus (Kalajoki)",343379,7110405
"68150  Hillilä (Kalajoki)",341040,7104365
"68210  Marinkainen (Kokkola)",327926,7095467
"68220  Karhi (Kokkola)",324874,7100377
"68230  Lohtaja Keskus (Kokkola)",330377,7101264
"68240  Ala-Viirre (Kokkola)",336285,7101045
"68300  Kälviä Keskus (Kokkola)",332149,7081723
"68320  Ruotsalo (Kokkola)",320457,7090529
"68370  Ullava Keskus (Kokkola)",345122,7069171
"68380  Yli-Ullava (Kokkola)",355374,7059674
"68390  Rahkonen (Kokkola)",352779,7057272
"68410  Alaveteli (Kronoby)",325652,7068253
"68500  Kruunupyy Keskus (Kronoby)",306738,7068040
"68530  Lepplax (Pedersöre)",297469,7067158
"68550  Öja (Kokkola)",298337,7082321
"68555  Bosund (Larsmo)",295109,7084557
"68560  Eugmo (Larsmo)",290784,7083731
"68570  Luoto (Larsmo)",290634,7077108
"68580  Furuholmen (Larsmo)",290174,7071358
"68600  Pietarsaari Keskus (Jakobstad)",288197,7067709
"68620  Skutnäs-Västermalm (Jakobstad)",282572,7065825
"68630  Kyrkostrand (Jakobstad)",285656,7066119
"68660  Östermalm-Björnholmen (Jakobstad)",289680,7069500
"68690  Sundby (Pedersöre)",283446,7059271
"68700  Teerijärvi (Kronoby)",323511,7050276
"68750  Småbönders (Kronoby)",331611,7038231
"68800  Kolppi (Pedersöre)",296358,7059855
"68810  Ytteresse (Pedersöre)",302727,7062004
"68820  Ähtävä (Pedersöre)",307103,7052300
"68830  Bäckby (Pedersöre)",307148,7062173
"68840  Nederlappfors (Pedersöre)",314572,7047855
"68870  Edsevö (Pedersöre)",294828,7063671
"68910  Pännäinen (Pedersöre)",289249,7059127
"68920  Forsby (Pedersöre)",294486,7054130
"68930  Purmo (Pedersöre)",300207,7049802
"68940  Lillby (Pedersöre)",304577,7043158
"68970  Överpurmo (Pedersöre)",302403,7035309
"68999  Rita (Kokkola)",325342,7077214
"69100  Kannus Keskus (Kannus)",348655,7091239
"69150  Eskola (Kannus)",362525,7089386
"69170  Yli-Kannus (Kannus)",354107,7084044
"69300  Toholampi Keskus (Toholampi)",369107,7075035
"69310  Laitala (Toholampi)",359556,7078241
"69330  Määttälä (Toholampi)",363844,7067244
"69340  Purontaka (Toholampi)",369900,7063729
"69410  Sykäräinen (Toholampi)",372293,7056823
"69420  Syri (Lestijärvi)",374034,7050671
"69440  Lestijärvi Keskus (Lestijärvi)",385809,7047518
"69450  Yli-Lesti (Lestijärvi)",390376,7039369
"69510  Halsua Keskus-Marjusaari (Halsua)",359239,7042133
"69550  Kanala (Halsua)",374083,7038182
"69570  Karvonen (Halsua)",364487,7031102
"69600  Kaustinen Keskus (Kaustinen)",335670,7055522
"69660  Köyhäjoki (Kaustinen)",350341,7048752
"69700  Veteli Keskus (Veteli)",341042,7042553
"69730  Tunkkari (Veteli)",337722,7045853
"69750  Sillanpää (Veteli)",349648,7038020
"69820  Räyrinki (Veteli)",341234,7029392
"69830  Pulkkinen (Veteli)",351224,7025308
"69850  Patana (Veteli)",346072,7023772
"69910  Kivikangas (Perho)",358554,7024034
"69920  Oksakoski-Kivikangas (Perho)",360195,7017265
"69950  Perho Keskus-Salamajärvi (Perho)",371262,7018910
"69970  Salamajärvi (Perho)",383320,7025794
"69980  Möttönen (Perho)",379627,7010573
"70100  Kuopio Keskus (Kuopio)",538733,6969668
"70110  Etu-Niirala (Kuopio)",534121,6974166
"70150  Neulamäki (Kuopio)",530041,6973059
"70200  Puijonlaakso (Kuopio)",532100,6975153
"70210  Kuopion Keskussairaala-alue (Kuopio)",528019,6976213
"70240  Niuvaniemen Sairaala-alue (Kuopio)",531635,6976253
"70260  Julkula (Kuopio)",529993,6978614
"70280  Länsi-Puijo (Kuopio)",532690,6976772
"70300  Linnanpelto (Kuopio)",533584,6975692
"70340  Inkilänmäki (Kuopio)",534443,6975958
"70400  Kettulanlahti (Kuopio)",535136,6978381
"70420  Päiväranta (Kuopio)",532638,6980079
"70460  Saarijärvi (Kuopio)",536343,6976795
"70500  Männistö (Kuopio)",536389,6974703
"70600  Niirala-Huuhanmäki (Kuopio)",533135,6973545
"70620  Haapaniemi (Kuopio)",533686,6972120
"70700  Särkiniemi (Kuopio)",531060,6971685
"70780  Jynkkä (Kuopio)",532279,6969746
"70800  Pitkälahti (Kuopio)",523632,6970794
"70820  Litmanen (Kuopio)",533957,6967154
"70840  Jynkänmäki (Kuopio)",536004,6968086
"70870  Hiltulanlahti (Kuopio)",532393,6958063
"70900  Toivala (Siilinjärvi)",538443,6983498
"70910  Vuorela (Siilinjärvi)",534872,6983892
"70940  Jännevirta (Kuopio)",544322,6982712
"71130  Kortejoki (Kuopio)",543328,6973854
"71150  Vartiala (Kuopio)",551495,6979740
"71160  Riistavesi (Kuopio)",559436,6973569
"71170  Laukka-aho (Tuusniemi)",569299,6977885
"71200  Tuusniemi Keskus (Tuusniemi)",577240,6969146
"71210  Tuusjärvi (Tuusniemi)",567518,6971151
"71240  Paakkila (Tuusniemi)",585508,6964894
"71260  Juurikkamäki (Tuusniemi)",571845,6959268
"71280  Kosula (Tuusniemi)",578801,6948777
"71310  Vehmersalmi Keskus (Kuopio)",552905,6960214
"71330  Räsälä (Kuopio)",543714,6955977
"71360  Litmaniemi (Kuopio)",562132,6958884
"71380  Mustinlahti (Kuopio)",565959,6949777
"71460  Paukarlahti (Leppävirta)",530788,6946119
"71470  Oravikoski (Leppävirta)",532880,6940040
"71480  Kurkimäki (Kuopio)",523194,6961608
"71490  Airaksela (Kuopio)",519986,6956194
"71520  Kaislastenlahti (Kuopio)",519656,6976231
"71570  Syvänniemi (Kuopio)",511431,6965721
"71610  Salonkulma (Kuopio)",516218,6981981
"71640  Talluskylä (Tervo)",499413,6989792
"71650  Hirvilahti-Salonkulma (Kuopio)",515490,6984434
"71660  Leinolanlahti (Kuopio)",512809,6992047
"71670  Kurolanlahti (Kuopio)",506979,6992456
"71680  Pulkonkoski-Saarinen (Kuopio)",506911,6999177
"71690  Varpasmaa (Kuopio)",504949,7002009
"71720  Käärmelahti (Kuopio)",520268,6994780
"71730  Kinnulanlahti (Kuopio)",520853,7001918
"71740  Tavinsalmi (Kuopio)",514673,6998113
"71745  Haatala (Kuopio)",510909,7004999
